Symbol,Price,Date,Volume
RIVR,22.75,1439766608596,428
RLJE,0.43,1439766608620,7991
RCPI,0.93,1439766608688,63999
RMGN,0.932,1439766608719,19150
ROBO,24.47,1439766608747,3015
FUEL,6.89,1439766608820,169813
RMTI,12.65,1439766608843,850825
RCKY,18.32,1439766608994,24139
ROIQ,10.02,1439766609089,160554
RSTI,25.49,1439766609114,62655
RMCF,12.4,1439766609141,8661
ROIQU,NULL,1439766609167,0
ROIQW,0.3552,1439766609190,1700
ROKA,2.58,1439766609268,34014
ROSG,2.61,1439766609319,48246
RBPAA,2.1,1439766609417,658
ROVI,11.79,1439766609467,998929
ROST,53.99,1439766609489,1867838
ROYL,0.7569,1439766609562,19064
RGLD,53.11,1439766609590,222685
RPXC,15.18,1439766609613,93567
RRM,6.76,1439766609768,800
RTIX,6.52,1439766609860,122415
RUSHB,23.04,1439766609926,2666
RUTH,16.72,1439766609948,52833
RBCN,1.53,1439766609975,40199
RUSHA,25.79,1439766609999,109524
RXII,0.3889,1439766610027,419972
RYAAY,75.3137,1439766610126,160326
STBA,30.74,1439766610150,38636
SANW,4.55,1439766610226,5578
SBRAP,25.8855,1439766610327,700
SABR,28.3676,1439766610349,2623922
SBRA,25.9452,1439766610376,172846
SAEX,3.34,1439766610398,7751
SAFT,55.78,1439766610474,24091
SAGE,58.63,1439766610560,324825
SAIA,41.57,1439766610601,79029
SGNT,19.68,1439766610660,214715
SAL,29.28,1439766610692,410
SALM,6.07,1439766610811,19129
SAJA,5.1,1439766610838,60
SAFM,74.93,1439766610857,139450
SNDK,57.8,1439766610939,1192523
SGMO,8.75,1439766611071,573272
GCVRZ,0.202,1439766611126,67822
SASR,27.18,1439766611150,99422
SPNS,12.19,1439766611197,20926
SANM,21.35,1439766611223,191905
SRPT,35.4501,1439766611296,904073
SBFG,11,1439766611321,140
SBFGP,NULL,1439766611346,0
SCSC,36.53,1439766611513,69420
SBAC,126.8146,1439766611535,353088
SMIT,2.9,1439766611560,1618
SCHN,16.65,1439766611612,222301
SCLN,8.17,1439766611696,305498
SGMS,12.05,1439766611739,432390
SQI,12.2,1439766611834,78456
SCYX,6.89,1439766611863,6012
SEAC,6.29,1439766611939,58032
SBCF,15.56,1439766612040,106657
STX,52.05,1439766612107,2576606
SHIP,0.8,1439766612133,6100
SCHL,43.08,1439766612163,134484
SRSC,5.9,1439766612190,7479
SHLD,25.18,1439766612263,374714
SHLDW,15,1439766612292,108827
SHOS,7.14,1439766612393,57913
SGEN,44,1439766612420,463049
SPNE,14.9,1439766612449,70281
SEIC,54.801,1439766612576,230130
EYES,12.61,1439766612598,118921
SNFCA,8,1439766612664,10232
SLCT,7.99,1439766612760,2486
SLTC,4.05,1439766612908,4442
SMLR,3.25,1439766612964,400
SIGI,32.12,1439766612996,157314
LEDS,0.47,1439766613026,20557
SCSS,25.78,1439766613044,161890
SENEA,29.24,1439766613131,11306
SMTC,17.13,1439766613179,311454
SNMX,6.99,1439766613231,188054
SENEB,NULL,1439766613260,0
SQNM,2.275,1439766613357,498635
SQBG,16.52,1439766613379,74924
MCRB,38.97,1439766613403,99857
SVBI,4.95,1439766613618,30
SREV,5.71,1439766613646,353002
SEV,NULL,1439766613663,0
SFXE,1.38,1439766613695,2556330
SFBS,39.15,1439766613713,22990
SGOC,0.46,1439766613743,15425
SMED,6.8,1439766613797,22485
SHEN,41.79,1439766613950,45246
SHLO,12.12,1439766613988,12100
GAME,6.79,1439766614014,11999
SHPG,243.9101,1439766614038,86633
SCVL,27.95,1439766614125,26426
SHBI,9.77,1439766614234,626
SHOR,7.5,1439766614304,151475
SIFI,11.66,1439766614336,1410
SFLY,40.73,1439766614361,147594
SIEB,1.49,1439766614389,203
BSRR,17.23,1439766614407,8970
SIEN,25.01,1439766614440,9444
SIFY,1.26,1439766614469,8694
SWIR,25.73,1439766614568,299817
SIAL,139.65,1439766614773,461848
SIGM,9.84,1439766614808,168316
SLGN,55.16,1439766614904,60146
SGMA,5.59,1439766614928,6889
SBNYW,NULL,1439766614946,0
SGNL,1.45,1439766614975,135549
SBNY,143.3287,1439766614993,102632
SILC,27,1439766615019,3216
SLAB,43.79,1439766615160,111897
SPIL,5.52,1439766615253,322412
SIMO,23.8568,1439766615275,408875
SGI,5.33,1439766615300,150017
SSRI,6.39,1439766615318,822390
SAMG,13.4,1439766615347,3624
SFNC,44.87,1439766615374,68301
SLP,6.32,1439766615579,7684
SBGI,28.36,1439766615658,645485
SMACR,0.85,1439766615681,300
SMAC,9.9499,1439766615709,450
SINA,39.977,1439766615733,401302
SINO,1.17,1439766615810,2020
SVA,5.81,1439766615899,35905
SIRO,101.48,1439766615970,93925
SMACU,NULL,1439766616039,0
SITO,3.76,1439766616063,21057
SIRI,3.92,1439766616093,17053902
SZMK,6.27,1439766616122,400194
SKYS,NULL,1439766616175,0
MOBI,4.04,1439766616215,129621
SKUL,7.36,1439766616286,92569
SPU,1.03,1439766616389,87671
SKBI,1.54,1439766616424,1759
SWKS,88.7,1439766616573,1554063
SKYW,17.45,1439766616596,259590
JSM,20.12,1439766616623,13423
ISM,22.88,1439766616653,820
OSM,23.66,1439766616723,3450
SLMAP,48.05,1439766616746,300
SLM,8.9318,1439766616772,1415944
SLMBP,55.58,1439766616801,790
SMT,0.69,1439766616907,27125
SPRO,2.05,1439766616954,5040
SWHC,17.07,1439766616979,287245
SMSI,0.84,1439766616997,25746
SMTX,1.54,1439766617172,13750
SMTP,5.4,1439766617234,6715
LNCE,34.25,1439766617257,89307
SLRC,18.37,1439766617318,119796
SODA,16.0052,1439766617410,102242
SUNS,15.26,1439766617433,7154
SLTD,3.62,1439766617465,119033
SOHU,50.25,1439766617483,251541
SEDG,27.25,1439766617558,544919
SZYM,2.21,1439766617660,231417
SCTY,49,1439766617725,1186878
SOFO,6.49,1439766617747,14724
SONS,7.54,1439766617770,220354
SONC,29.01,1439766617802,396031
SORL,2.05,1439766617896,86753
SPHS,0.94,1439766617928,491980
SRNE,14.76,1439766618056,400733
SOHOL,NULL,1439766618102,0
SFBC,20.15,1439766618132,224
SOHO,6.84,1439766618155,12970
SOHOM,25.85,1439766618211,600
SSB,77.55,1439766618233,45072
SOCB,12.88,1439766618286,231572
SMBC,19.65,1439766618431,1554
SONA,11.49,1439766618463,1800
SFST,21.21,1439766618487,72
OKSB,17.51,1439766618537,16532
SP,25.08,1439766618563,24188
SBSI,27.88,1439766618589,48238
SPAN,19.26,1439766618665,196
SBSA,6.47,1439766618736,15
SGRP,1.38,1439766618758,958
ONCE,45.8,1439766618927,483419
SPKE,16.48,1439766618981,22482
SPPI,6.95,1439766619064,2264801
SPTN,33.58,1439766619092,68138
SPAR,4.68,1439766619112,15308
ANY,3.23,1439766619144,1142302
SPDC,0.2056,1439766619208,209812
SAVE,60.27,1439766619249,255660
SPEX,0.238,1439766619304,70337
SPLK,69.78,1439766619334,426113
SPOK,16.81,1439766619413,36212
SPWH,12.26,1439766619446,64084
FUND,6.57,1439766619464,15983
SFM,21.02,1439766619546,764478
SPSC,71.37,1439766619702,36316
SSNC,68.81,1439766619733,48859
SQBK,27.58,1439766619751,22479
STAA,7.75,1439766619844,79279
STMP,86.12,1439766619874,115435
SPLS,14.23,1439766619902,2307746
SBLK,2.55,1439766619920,285849
STLY,3.02,1439766619938,230
SBLKL,21,1439766620081,12390
SBUX,57.1,1439766620110,3265874
STRZB,NULL,1439766620146,0
STRZA,37.07,1439766620213,230793
SIBC,21.19,1439766620290,814
STFC,23.79,1439766620314,14209
STBZ,20.07,1439766620333,33137
STDY,4.83,1439766620468,36506
SNC,10.4,1439766620493,26422
GASS,5.01,1439766620550,20266
SXCL,20.75,1439766620576,1683
STLD,20.3557,1439766620594,1199391
SMRT,10.33,1439766620720,49938
STNR,58.39,1439766620742,63135
STEM,0.425,1439766620826,147185
STML,10.04,1439766620885,49142
STXS,0.94,1439766620925,24004
SRCL,145.53,1439766620947,205603
STRL,5.24,1439766621100,124324
SHOO,40.0752,1439766621124,381169
SSFN,6.15,1439766621155,22
SYBT,37.05,1439766621249,40545
STCK,19.16,1439766621300,17053
BANX,16.64,1439766621325,13926
SGBK,31,1439766621349,10750
STRS,16.45,1439766621478,2450
STRT,67.67,1439766621504,3649
SSYS,31.41,1439766621522,593016
STRA,54.02,1439766621655,45224
STRM,2.76,1439766621737,5441
SCMP,23.66,1439766621792,511370
STB,4.15,1439766621819,71174
SUBK,27.66,1439766621847,18932
SMMF,12.37,1439766621889,2482
SUMR,1.85,1439766621917,1425
SSBI,13.37,1439766621943,632
SMMT,12.75,1439766622018,4677
SNBC,19.76,1439766622186,4291
SEMI,12.95,1439766622214,308915
SNHY,33.44,1439766622264,32923
SNSS,1.175,1439766622318,477317
GOMO,4.7,1439766622343,2569
STKL,9.615,1439766622387,249227
SPWR,25.6699,1439766622413,978943
SSH,2.76,1439766622516,19542
RUN,10.04,1439766622551,256487
SBCP,14.39,1439766622594,5538
SCON,0.98,1439766622683,46374
SMCI,27.55,1439766622712,316279
SPCB,11.18,1439766622742,63237
SGC,17.16,1439766622815,21322
SUPN,17.44,1439766622837,543972
SPRT,1.22,1439766622918,15810
SCAI,38.04,1439766622997,408239
SRDX,23.14,1439766623050,33017
SBBX,12.41,1439766623077,2436
SIVBO,25.58,1439766623145,2
TOR,1.27,1439766623167,800
SIVB,140.7681,1439766623190,139672
SWSH,1.49,1439766623354,667485
SYKE,25.5,1439766623381,218067
SYMC,21.6,1439766623399,3054197
SSRG,8.55,1439766623432,2911
SYNC,1.65,1439766623524,31389
SYNL,12.11,1439766623548,2004
SYNA,72.57,1439766623570,406817
SNCR,46.94,1439766623722,149842
SGYPU,NULL,1439766623749,0
SGYP,7.85,1439766623773,1587469
SURG,4.48,1439766623795,13798
ELOS,10.18,1439766623944,34878
SGYPW,3.4,1439766623965,8662
SNPS,51.64,1439766623995,457572
SYNT,43.86,1439766624046,72611
SNTA,2.09,1439766624098,481306
SYPR,1.41,1439766624195,40155
SYRX,1.44,1439766624228,5750
SYUT,6.18,1439766624251,42678
SYMX,1.06,1439766624275,167635
TROW,76.0852,1439766624545,502690
TTOO,12.99,1439766624578,45729
TLMR,16.12,1439766624600,116300
TNDM,12.4119,1439766624623,46764
TAIT,0.97,1439766624641,236
TTWO,30.7163,1439766624668,899488
TLF,7.99,1439766624798,20823
TNGO,8.03,1439766624870,131697
TASR,23.97,1439766624934,651794
TRGT,2.41,1439766624957,100
TEDU,12.7739,1439766624985,91619
TATT,7.1252,1439766625019,300
TCPC,15.67,1439766625038,93336
TANH,23.21,1439766625060,43342
TAYD,12.89,1439766625126,28
TEAR,2.83,1439766625282,33489
TTGT,10.03,1439766625444,41012
TCCO,3.14,1439766625472,2076
TECD,58.92,1439766625494,131809
TTEC,28.81,1439766625523,31659
TNAV,7.29,1439766625544,74836
TECU,4.97,1439766625570,21624
TGEN,3.9,1439766625626,6895
TSYS,3.43,1439766625654,56760
TGLS,14.09,1439766625754,55939
TENX,3.69,1439766625825,5993
GLBL,10.56,1439766625849,524332
TERP,25.5,1439766625874,1118086
TRTL,NULL,1439766625898,0
TRTLU,NULL,1439766625922,0
TRTLW,NULL,1439766626190,0
TBNK,25.922,1439766626216,15330
TESO,8.76,1439766626268,168790
TSRA,34.58,1439766626345,208569
TSLA,243.3,1439766626372,2143845
TSRO,50.68,1439766626390,193693
TTEK,27.11,1439766626408,396026
TESS,23.24,1439766626440,4239
TLOG,2.49,1439766626563,12354
TTPH,43.31,1439766626659,162880
TCBI,57.23,1439766626687,121234
TCBIP,25.59,1439766626712,2453
TXN,50.64,1439766626762,3460146
TCBIL,25.4,1439766626790,616
TCBIW,NULL,1439766626813,0
TXRH,38.76,1439766626892,233201
TFSL,17.5735,1439766627035,149084
TGTX,15.29,1439766627060,291845
ABCO,50.37,1439766627083,152230
ANDE,38.07,1439766627109,71805
CG,24.79,1439766627212,509133
TBBK,7.94,1439766627341,42357
TCFC,22.87,1439766627371,792
BONT,3.99,1439766627400,72216
CAKE,57.1,1439766627425,178938
DSGX,17.13,1439766627452,3706
CHEF,16.84,1439766627482,54474
DXYN,11.19,1439766627504,36155
ENSG,48.42,1439766627556,72224
XONE,7.61,1439766627688,100966
FINL,28.0625,1439766627772,430554
FBMS,17.5,1439766627850,1244
TFM,29.61,1439766627917,391761
HABT,26.04,1439766627994,422011
FLIC,26.76,1439766628016,7498
HCKT,14.89,1439766628060,148744
CUBA,9.33,1439766628086,130451
GT,31.95,1439766628104,1767516
HAIN,68.3118,1439766628246,434260
JYNT,8.88,1439766628302,3092
INTG,30.47,1439766628328,487
KEYW,7.8,1439766628385,126106
MSG,77.03,1439766628413,240208
KHC,76.38,1439766628436,2083863
MDCO,30.27,1439766628512,766105
MIK,25.5769,1439766628666,180157
MIDD,120.3156,1439766628700,239499
NAVG,78.75,1439766628802,13395
STKS,3.6,1439766628829,561
NDAQ,53.5399,1439766628854,570934
SPNC,15.83,1439766628879,503643
PRSC,46.81,1439766628897,42143
PCLN,1285.21,1439766628930,341786
ULTI,191.18,1439766629042,104629
YORW,21.22,1439766629148,15834
NCTY,NULL,1439766629207,0
TBPH,11.94,1439766629229,252937
THRX,13.74,1439766629275,157050
TCRD,12.21,1439766629369,52552
THLD,4.2,1439766629420,535575
TST,1.765,1439766629520,37701
TIGR,0.3229,1439766629546,2240
TICC,6.64,1439766629573,105526
THOR,63.25,1439766629596,158831
THTI,0.57,1439766629614,12710
TTS,14,1439766629652,105710
TIL,3.75,1439766629771,7325
TSBK,10.87,1439766629795,3081
TIPT,5.84,1439766629926,15161
TITN,14.19,1439766630056,46870
TKAI,12.67,1439766630106,47623
TOPS,1.1,1439766630144,36046
TIVO,9.4789,1439766630167,424748
TBRA,13.56,1439766630189,14152
TNXP,6.95,1439766630213,224866
TISA,3.96,1439766630395,27471
TSEM,13.92,1439766630424,209527
TRNX,24.1,1439766630448,64997
TRCH,1,1439766630470,223373
TORM,5.66,1439766630521,8
TW,125.48,1439766630617,237753
TWER,1.98,1439766630671,45603
TOWN,18.43,1439766630798,79086
TCON,11.8,1439766630821,10919
TSCO,93.1,1439766630850,352059
CLUB,2.02,1439766630889,46706
TRNS,8.99,1439766630990,408
TSRE,7,1439766631015,21778
TWMC,3.59,1439766631043,1392
TBIO,1.25,1439766631142,109617
TACT,8,1439766631167,3052
TGA,2.95,1439766631209,85677
TTHI,2.87,1439766631237,434735
TZOO,8.79,1439766631348,29617
TRVN,6.5,1439766631375,201934
TCBK,25.31,1439766631482,30709
TRS,17.29,1439766631559,108198
TRMB,19.99,1439766631635,752300
TRIL,19.24,1439766631681,54111
TRIP,72.49,1439766631721,606386
TRIB,16.2585,1439766631750,38908
TSC,12.23,1439766631774,17219
TRIV,5.49,1439766631848,8720
TBK,14.29,1439766631898,38712
TROV,6.1,1439766631997,474380
TROVU,NULL,1439766632027,0
TROVW,NULL,1439766632131,0
THST,2.7464,1439766632167,300
TRUE,5.41,1439766632192,612321
TRST,6.18,1439766632321,209623
TRMK,24.04,1439766632350,117391
TSRI,4.49,1439766632407,6594
TTMI,7.62,1439766632455,567449
TUBE,11.27,1439766632477,158280
TCX,24.9828,1439766632507,54442
TUES,9.46,1439766632533,135053
TUTT,24.24,1439766632675,100
TOUR,15.7144,1439766632711,148012
HEAR,2.25,1439766632739,19087
TUTI,24.24,1439766632764,100
FOXA,30.31,1439766632843,12242120
FOX,29.7023,1439766632974,1931403
TRCB,9.13,1439766633051,31
USEG,0.629,1439766633118,39201
TWIN,14.69,1439766633142,23957
USCR,56.45,1439766633160,90570
PRTS,2.24,1439766633189,2673
UBIC,NULL,1439766633212,0
UBNT,32.71,1439766633360,144352
GROW,2.35,1439766633384,278
UFPT,21.69,1439766633467,3150
ULTA,171.04,1439766633525,245485
UCTT,7.45,1439766633556,76195
RARE,110.51,1439766633574,238903
ULBI,4.5,1439766633591,3923
ULTR,0.9,1439766633657,12716
UTEK,16.65,1439766633858,202163
UNAM,9.5,1439766633884,822
UMBF,54.57,1439766633902,103650
UNIS,1.36,1439766633940,859333
UMPQ,17.372,1439766633967,521610
UBSH,24.35,1439766634032,94095
UNB,26.78,1439766634063,15
UNXL,0.94,1439766634206,191378
QURE,25.2163,1439766634234,124606
UBSI,39.9,1439766634260,114228
UBOH,15.88,1439766634282,922
UBCP,8.53,1439766634333,4326
UCBA,13.97,1439766634408,19
UCBI,20.8,1439766634505,66644
UCFC,5.04,1439766634531,34185
UDF,17.89,1439766634582,65682
UFCS,36.45,1439766634678,43451
UBNK,13.34,1439766634701,84510
UNFI,46.78,1439766634827,468972
USBI,8.85,1439766634910,3075
UNTD,12.13,1439766634944,43945
UIHC,14.36,1439766634962,80361
UBFO,5.09,1439766634995,1200
USLM,53.75,1439766635037,9607
UTHR,164.74,1439766635063,151845
UG,19.24,1439766635088,647
OLED,38.72,1439766635253,398528
UNTY,10.05,1439766635275,21213
UEIC,48.44,1439766635333,44978
UFPI,63.9077,1439766635483,47023
USAP,12.76,1439766635506,7270
UACL,20.42,1439766635530,27562
UVSP,19.75,1439766635560,11014
URRE,0.93,1439766635656,33402
UPIP,0.745,1439766635689,50978
ECOL,51.52,1439766635716,55209
UPLD,7.95,1439766635747,15137
DTYS,20.18,1439766635848,40635
URBN,32.25,1439766635877,1287926
DTYL,NULL,1439766635902,0
DFVS,NULL,1439766636080,0
DTUS,31.8,1439766636221,750
FLAT,NULL,1439766636244,0
DLBS,20.98,1439766636268,4160
STPP,NULL,1439766636393,0
DLBL,NULL,1439766636419,0
USAT,3.1,1439766636445,36477
USATP,NULL,1439766636463,0
USAK,21,1439766636489,18606
UTIW,7.91,1439766636697,867801
UTMD,51.64,1439766636721,2959
USMD,7.25,1439766636747,2721
UTSI,1.95,1439766636773,69177
VALX,25.628,1439766636796,776
VNDA,12.03,1439766636880,444221
VALU,13.84,1439766636921,169
VWOB,75.92,1439766637007,21887
VGIT,64.75,1439766637102,19588
VNQI,55.06,1439766637128,156532
VCIT,84.58,1439766637146,247892
VCLT,86.94,1439766637172,180887
VNR,8.92,1439766637382,448578
VNRAP,22.04,1439766637434,20424
VGLT,76.64,1439766637456,17874
VNRBP,17.22,1439766637511,21126
VMBS,53.06,1439766637562,61578
VNRCP,17.61,1439766637582,34657
VONE,97.12,1439766637600,10127
VONG,103.78,1439766637622,5953
VTWO,97.04,1439766637830,10572
VONV,90,1439766637855,7496
VTHR,96.79,1439766637881,387
VTWG,109.69,1439766637899,6254
VTWV,85.22,1439766637928,3784
VCSH,79.35,1439766637952,283773
VGSH,61.04,1439766637978,45662
BNDX,52.93,1439766638189,948346
VTIP,48.36,1439766638211,81978
VPCO,0.8,1439766638235,31592
VXUS,49.2,1439766638261,277130
VPCOU,10.35,1439766638287,4000
VDSI,18.7,1439766638473,476446
VBLT,5.34,1439766638519,43786
VASC,37.64,1439766638544,35884
VRNS,23.49,1439766638562,68416
WOOF,58.28,1439766638601,132747
VBIV,2.51,1439766638619,38
VECO,23.09,1439766638646,129136
APPY,0.4099,1439766638664,17830
VRA,11.05,1439766638824,236702
VCYT,9.18,1439766638947,56651
VSTM,7.52,1439766638970,122094
VRNT,58,1439766639050,210147
VCEL,3.43,1439766639074,46719
VRSN,71.09,1439766639110,480860
VRSK,76.8,1439766639198,291325
VSAR,16.84,1439766639221,76364
VTNR,2.45,1439766639239,58821
VBTX,16.05,1439766639300,3578
VRML,1.93,1439766639323,1542
VRTA,3.3401,1439766639382,207
VRTX,136.88,1439766639406,565789
VIAB,44,1439766639539,3724569
VRTB,NULL,1439766639568,0
VIA,44.9188,1439766639615,64950
VSAT,61.09,1439766639717,119254
VIAV,5.68,1439766639797,2526090
VICR,11.42,1439766639829,31505
VBND,49.49,1439766639858,38017
VICL,0.6297,1439766639880,69188
VUSE,26.34,1439766639922,107075
VIDI,21.66,1439766639952,77805
VGGL,1.35,1439766640049,96079
VDTH,11.91,1439766640102,17264
VKTX,7.52,1439766640125,7620
VBFC,NULL,1439766640151,0
VLGEA,28.55,1439766640253,12804
VIMC,11.42,1439766640298,64411
VNOM,16.1224,1439766640438,44544
VIRC,2.54,1439766640464,399
VA,35.14,1439766640497,256764
VIP,5.43,1439766640525,1033023
VSCP,2.31,1439766640591,1650
VIRT,21.1,1439766640615,163474
VRTS,126.4,1439766640638,43798
VISN,10.4,1439766640788,7389
VTAE,8.28,1439766640844,32727
VTL,14.53,1439766640868,123451
VRTU,50.26,1439766640885,139214
VVUS,1.16,1439766640924,661328
VIIZ,NULL,1439766640946,0
VIIX,21.56,1439766641154,66869
VLTC,8.36,1439766641184,756874
VOD,37.53,1439766641212,998684
VSEC,46.39,1439766641283,3629
VRNG,0.6424,1439766641310,225324
VTVT,8.03,1439766641376,24689
VOXX,7.89,1439766641406,29776
VWR,27.2344,1439766641537,165115
VUZI,4.11,1439766641563,156835
WGBS,1.34,1439766641587,16316
WAFD,23.25,1439766641694,197547
WRES,0.4108,1439766641722,234152
WBA,92.1,1439766641748,1687240
WAFDW,5.7,1439766641820,100
WASH,39.94,1439766641875,12522
WFBI,18.63,1439766641897,767
WAVX,0.14,1439766642035,366770
WSBF,13.15,1439766642059,35485
WAYN,12.78,1439766642077,2220
WSTG,17.49,1439766642210,2949
WDFC,89,1439766642228,43571
FLAG,NULL,1439766642266,0
WWWW,24.18,1439766642309,194165
WB,13.6,1439766642369,156787
WBMD,43.35,1439766642391,154961
WEBK,19.64,1439766642413,7
WEN,9.96,1439766642622,1142065
WTBA,19.49,1439766642696,13273
WSTC,26.18,1439766642748,243505
WSBC,31.928,1439766642766,76916
WERN,28.45,1439766642795,201476
WABC,48.78,1439766642824,57359
WMAR,9.02,1439766642896,26920
WBB,17.68,1439766642924,20
WSTL,1.13,1439766643000,14128
WDC,82.5,1439766643056,618872
WFD,7.44,1439766643091,35461
WLB,12.16,1439766643122,218669
WPRT,3.77,1439766643217,67940
WEYS,28,1439766643246,3215
WHLRP,22.41,1439766643321,2675
WHLR,1.94,1439766643343,5056
WHLRW,NULL,1439766643475,0
WHFBL,25.6,1439766643498,400
WHF,12.62,1439766643522,9382
WHLM,5.78,1439766643674,358
WILN,2.09,1439766643699,19117
WFM,33.47,1439766643717,4033587
WLDN,10.27,1439766643746,135446
WVVI,7.49,1439766643765,9995
WIBC,11.35,1439766643896,99486
WLFC,15.74,1439766643923,5033
WIN,6.72,1439766643995,2715276
WINA,103.06,1439766644065,6394
WTFCM,25.75,1439766644087,8286
WTFC,53.98,1439766644110,135907
WING,29.87,1439766644135,72313
WTFCW,NULL,1439766644269,0
AGND,44.42,1439766644317,2294
HYND,21.06,1439766644399,150
AGZD,48.37,1439766644424,1403
HYZD,23.44,1439766644442,100
EMCG,NULL,1439766644476,0
CXSE,NULL,1439766644574,0
EMCB,69.74,1439766644600,1813
DGRE,21.1,1439766644623,3873
DXJS,37.31,1439766644776,15124
DXGE,28.63,1439766644804,23009
WETF,24.63,1439766644840,651605
JGBB,NULL,1439766644898,0
DXKW,19.49,1439766645001,1060
DGRW,30.99,1439766645023,60628
CRDT,72.94,1439766645044,131
GULF,19.34,1439766645070,4104
DGRS,28.39,1439766645211,453
UBND,NULL,1439766645243,0
DXPS,24.8,1439766645266,900
WIX,22.16,1439766645346,107221
WLRH,10.2,1439766645369,652
WLRHW,0.85,1439766645497,7190
WBKC,25.87,1439766645550,16
WLRHU,10.96,1439766645577,681
WWD,48.26,1439766645679,172878
WRLD,33.69,1439766645701,96799
WOWO,5.75,1439766645730,5700
WPCS,1.24,1439766645826,68541
WMGIZ,3.7537,1439766645884,105
WMGI,25.16,1439766645928,228097
WSFS,28.838,1439766645971,54112
WPPGY,110.86,1439766646036,31991
WSFSL,27.85,1439766646104,450
WSCI,5.34,1439766646134,2930
WVFC,11.04,1439766646157,112
XBIT,16.85,1439766646306,35952
WYNN,92.43,1439766646333,1294239
XELB,8.9,1439766646351,9500
XCRA,6.13,1439766646443,108458
XENE,9.9,1439766646494,17348
XBKS,6.15,1439766646519,64
XNCR,18.73,1439766646547,70223
XNPT,6.47,1439766646565,254885
XGTI,0.9,1439766646690,1398253
XGTIW,0.09,1439766646721,206
XLNX,43.45,1439766646826,2450683
XOMA,0.83,1439766646844,1603104
XPLR,6.06,1439766646881,31130
XOOM,24.85,1439766646930,246554
XTLB,1.79,1439766646985,1770
YDLE,16.84,1439766647163,126933
YNDX,12.82,1439766647190,1051263
YRCW,19.53,1439766647226,295291
YOD,2.4899,1439766647249,400713
YHOO,36.34,1439766647267,6726663
XNET,9.67,1439766647297,52343
YECO,4.08,1439766647320,6022
YCB,29.88,1439766647398,1499
ZAGG,7.5,1439766647744,205208
YY,61.02,1439766647808,519759
ZFGN,36.74,1439766647835,90645
ZAIS,10.33,1439766647872,1495
ZAZA,0.56,1439766647942,8877
ZLTQ,35.5,1439766647964,285763
ZHNE,1.67,1439766648030,44755
ZBRA,89.54,1439766648104,600485
ZAVVV,23.3,1439766648163,2900
Z,73.2246,1439766648223,506385
ZCVVV,25.19,1439766648241,124403
ZN,1.59,1439766648276,22552
ZNWAA,NULL,1439766648294,0
ZION,30.5061,1439766648322,1196835
ZIONW,NULL,1439766648373,0
ZIONZ,NULL,1439766648454,0
ZIXI,4.93,1439766648669,172192
ZIOP,9.85,1439766648692,2679329
ZSPH,50.23,1439766648719,234300
ZGNX,19.2,1439766648748,168190
ZUMZ,23.37,1439766648766,105169
ZSAN,7.95,1439766648792,342
ZU,12.57,1439766648816,336634
ZYNE,34.84,1439766648845,170465
ZNGA,2.683,1439766648982,4170163
